@relation yeast6_clustered

@attribute Instance_number numeric
@attribute Mcg numeric
@attribute Gvh numeric
@attribute Alm numeric
@attribute Mit numeric
@attribute Erl numeric
@attribute Pox numeric
@attribute Vac numeric
@attribute Nuc numeric
@attribute Class {positive,negative}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33}

@data
334,0.49,0.46,0.34,0.21,0.5,0,0.55,0.22,negative,cluster16
335,0.35,0.68,0.57,0.4,0.5,0,0.53,0.36,negative,cluster12
336,0.7,0.69,0.43,0.33,0.5,0,0.58,0.22,negative,cluster29
337,0.23,0.3,0.58,0.22,0.5,0,0.48,0.27,negative,cluster21
338,0.45,0.42,0.52,0.2,0.5,0,0.5,0.25,negative,cluster25
339,0.51,0.35,0.46,0.15,0.5,0,0.51,0.42,negative,cluster17
340,0.42,0.39,0.47,0.13,0.5,0,0.5,0.27,negative,cluster25
341,0.32,0.38,0.52,0.2,0.5,0,0.52,0.28,negative,cluster21
342,0.59,0.65,0.52,0.3,0.5,0,0.46,0.31,negative,cluster8
343,0.41,0.52,0.41,0.11,0.5,0,0.54,0.35,negative,cluster24
344,0.37,0.33,0.5,0.12,0.5,0,0.51,0.54,negative,cluster17
345,0.45,0.56,0.49,0.17,0.5,0,0.52,0.22,negative,cluster11
346,0.56,0.54,0.59,0.14,0.5,0,0.52,0.27,negative,cluster32
347,0.31,0.31,0.54,0.18,0.5,0,0.52,0.29,negative,cluster21
348,0.27,0.51,0.47,0.35,0.5,0,0.49,0.28,negative,cluster12
349,0.54,0.56,0.57,0.18,0.5,0,0.45,0.25,negative,cluster8
350,0.17,0.38,0.45,0.09,0.5,0,0.54,0.27,negative,cluster21
351,0.43,0.51,0.54,0.15,0.5,0,0.45,0.26,negative,cluster11
352,0.6,0.4,0.59,0.18,0.5,0,0.48,0.22,negative,cluster4
353,0.91,0.69,0.57,0.45,0.5,0,0.56,0.22,negative,cluster3
354,0.38,0.47,0.53,0.12,0.5,0,0.48,0.22,negative,cluster11
355,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27,negative,cluster32
356,0.64,0.53,0.45,0.13,0.5,0,0.53,0.22,negative,cluster32
357,0.49,0.31,0.34,0.13,0.5,0,0.52,0.22,negative,cluster16
358,0.52,0.51,0.51,0.12,0.5,0,0.51,0.4,negative,cluster0
359,0.49,0.43,0.48,0.15,0.5,0,0.55,0.25,negative,cluster25
360,0.49,0.47,0.52,0.16,0.5,0,0.53,0.28,negative,cluster25
361,0.48,0.39,0.49,0.18,0.5,0,0.51,0.22,negative,cluster25
362,0.44,0.34,0.55,0.18,0.5,0,0.52,0.22,negative,cluster33
363,0.43,0.54,0.58,0.16,0.5,0,0.5,0.36,negative,cluster0
364,0.49,0.42,0.54,0.17,0.5,0,0.5,0.36,negative,cluster25
365,0.34,0.66,0.51,0.16,0.5,0,0.47,0.33,negative,cluster6
366,0.2,0.34,0.33,0.1,0.5,0,0.48,0.31,negative,cluster5
367,0.74,0.53,0.5,0.08,0.5,0,0.55,0.31,negative,cluster26
368,0.69,0.48,0.38,0.15,0.5,0,0.55,0.22,negative,cluster29
369,0.3,0.5,0.47,0.11,0.5,0,0.46,0.22,negative,cluster11
370,0.44,0.51,0.48,0.38,0.5,0,0.52,0.22,negative,cluster12
371,0.31,0.45,0.5,0.17,0.5,0,0.49,0.22,negative,cluster11
372,0.55,0.41,0.56,0.21,0.5,0,0.52,0.22,negative,cluster4
373,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51,negative,cluster17
374,0.4,0.48,0.5,0.17,0.5,0,0.54,0.5,negative,cluster17
375,0.58,0.48,0.56,0.1,0.5,0,0.46,0.25,negative,cluster32
376,0.58,0.48,0.56,0.12,0.5,0,0.46,0.25,negative,cluster32
377,0.58,0.45,0.48,0.24,0.5,0,0.52,0.37,negative,cluster27
378,0.58,0.41,0.51,0.26,0.5,0,0.51,0.37,negative,cluster27
379,0.41,0.6,0.53,0.29,0.5,0,0.47,0.43,negative,cluster0
380,0.69,0.5,0.49,0.42,0.5,0,0.49,0.22,negative,cluster14
381,0.38,0.49,0.61,0.13,0.5,0,0.54,0.22,negative,cluster10
382,0.6,0.48,0.44,0.52,0.5,0,0.54,0.63,negative,cluster18
383,0.47,0.49,0.63,0.17,0.5,0,0.31,0.26,negative,cluster2
384,0.28,0.51,0.55,0.11,0.5,0,0.46,0.22,negative,cluster11
385,0.56,0.57,0.63,0.39,1,0,0.59,0.4,negative,cluster9
386,0.21,0.38,0.49,0.16,0.5,0,0.51,0.45,negative,cluster21
387,0.46,0.57,0.57,0.15,0.5,0,0.52,0.26,negative,cluster11
388,0.43,0.42,0.54,0.22,0.5,0,0.57,0.33,negative,cluster19
389,0.57,0.59,0.5,0.58,0.5,0,0.53,0.22,negative,cluster14
390,0.48,0.34,0.47,0.14,0.5,0,0.47,0.26,negative,cluster33
391,0.35,0.4,0.53,0.18,0.5,0,0.42,0.38,negative,cluster17
392,0.47,0.45,0.53,0.62,0.5,0,0.46,0.22,negative,cluster23
393,0.53,0.43,0.47,0.15,0.5,0,0.58,0.22,negative,cluster25
394,0.46,0.45,0.56,0.16,0.5,0,0.56,0.22,negative,cluster19
395,0.44,0.42,0.62,0.14,0.5,0,0.55,0.37,negative,cluster19
396,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18,negative,cluster33
397,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18,negative,cluster33
398,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16,negative,cluster7
399,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16,negative,cluster7
400,0.48,0.46,0.38,0.29,0.5,0,0.53,0.22,negative,cluster16
401,0.48,0.57,0.5,0.09,0.5,0,0.52,0.42,negative,cluster0
402,0.61,0.57,0.45,0.21,0.5,0,0.5,0.42,negative,cluster0
403,0.56,0.44,0.56,0.19,0.5,0,0.54,0.22,negative,cluster4
404,0.51,0.63,0.3,0.35,0.5,0,0.53,0.27,negative,cluster28
405,0.53,0.68,0.34,0.42,0.5,0,0.54,0.27,negative,cluster28
406,0.37,0.22,0.64,0.35,0.5,0,0.47,0.22,negative,cluster7
407,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28,negative,cluster4
408,0.49,0.37,0.59,0.17,0.5,0,0.51,0.22,negative,cluster4
409,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28,negative,cluster4
410,0.53,0.53,0.53,0.17,0.5,0,0.49,0.37,negative,cluster0
411,0.29,0.68,0.47,0.26,0.5,0,0.47,0.37,negative,cluster6
412,0.5,0.45,0.49,0.15,0.5,0,0.55,0.43,negative,cluster0
413,0.33,0.28,0.31,0.24,0.5,0,0.53,0.22,negative,cluster5
414,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42,negative,cluster3
415,0.43,0.39,0.51,0.28,0.5,0,0.4,0.22,negative,cluster7
416,0.61,0.54,0.49,0.16,0.5,0,0.54,0.42,negative,cluster0
417,0.34,0.35,0.61,0.19,0.5,0,0.52,0.25,negative,cluster33
418,0.55,0.53,0.56,0.29,0.5,0,0.48,0.22,negative,cluster20
419,0.66,0.62,0.52,0.17,0.5,0,0.49,0.22,negative,cluster8
420,0.44,0.41,0.58,0.2,0.5,0,0.57,0.25,negative,cluster19
421,0.37,0.62,0.34,0.25,0.5,0,0.51,0.22,negative,cluster24
422,0.45,0.56,0.51,0.64,0.5,0,0.54,0.22,negative,cluster23
423,0.38,0.46,0.52,0.75,0.5,0,0.5,0.26,negative,cluster23
424,0.61,0.54,0.49,0.19,0.5,0,0.54,0.47,negative,cluster0
425,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,negative,cluster20
426,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,negative,cluster20
427,0.32,0.34,0.61,0.17,0.5,0,0.52,0.32,negative,cluster21
428,0.34,0.34,0.61,0.18,0.5,0,0.52,0.32,negative,cluster33
429,0.51,0.68,0.49,0.59,0.5,0,0.54,0.27,negative,cluster23
430,0.41,0.3,0.49,0.28,0.5,0,0.54,0.22,negative,cluster33
431,0.41,0.43,0.5,0.28,0.5,0,0.5,0.22,negative,cluster25
432,0.3,0.5,0.34,0.26,0.5,0,0.51,0.22,negative,cluster24
433,0.49,0.4,0.34,0.26,0.5,0,0.5,0.22,negative,cluster16
434,0.34,0.4,0.3,0.23,0.5,0,0.51,0.22,negative,cluster5
435,0.43,0.44,0.3,0.18,0.5,0,0.51,0.22,negative,cluster16
436,0.43,0.45,0.37,0.12,0.5,0,0.48,0.22,negative,cluster24
437,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,negative,cluster28
438,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,negative,cluster28
439,0.42,0.44,0.33,0.17,0.5,0,0.54,0.27,negative,cluster16
440,0.52,0.5,0.53,0.1,0.5,0,0.48,0.22,negative,cluster32
441,0.53,0.56,0.49,0.46,0.5,0,0.52,0.22,negative,cluster30
442,0.45,0.54,0.54,0.62,0.5,0,0.53,0.22,negative,cluster23
443,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22,negative,cluster4
444,0.51,0.52,0.48,0.5,0.5,0,0.51,0.22,negative,cluster30
445,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,negative,cluster30
446,0.5,0.46,0.52,0.16,0.5,0,0.52,0.26,negative,cluster25
447,0.5,0.53,0.45,0.44,0.5,0,0.49,0.22,negative,cluster30
448,0.45,0.59,0.53,0.74,0.5,0,0.47,0.25,negative,cluster23
449,0.57,0.61,0.55,0.67,0.5,0,0.48,0.22,negative,cluster23
450,0.54,0.45,0.62,0.13,0.5,0,0.52,0.26,negative,cluster4
451,0.67,0.51,0.53,0.28,0.5,0,0.51,0.22,negative,cluster26
452,0.35,0.49,0.47,0.22,0.5,0,0.5,0.28,negative,cluster11
453,0.47,0.63,0.66,0.45,0.5,0,0.37,0.11,negative,cluster20
454,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25,negative,cluster16
455,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26,negative,cluster4
456,0.45,0.38,0.59,0.18,0.5,0,0.44,0.45,negative,cluster17
457,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22,negative,cluster20
458,0.47,0.59,0.43,0.13,0.5,0,0.56,0.3,negative,cluster28
459,0.4,0.45,0.42,0.17,0.5,0,0.54,0.26,negative,cluster24
460,0.89,0.81,0.36,0.71,0.5,0,0.55,0.63,negative,cluster3
461,0.58,0.55,0.52,0.22,0.5,0,0.44,0.22,negative,cluster8
462,0.59,0.57,0.46,0.14,0.5,0,0.52,0.22,negative,cluster32
463,0.49,0.41,0.32,0.21,0.5,0,0.5,0.32,negative,cluster16
464,0.35,0.53,0.35,0.33,0.5,0,0.5,0.32,negative,cluster24
465,0.42,0.32,0.61,0.13,0.5,0,0.14,0.27,negative,cluster2
466,0.5,0.46,0.42,0.32,0.5,0,0.56,0.55,negative,cluster18
467,0.68,0.5,0.43,0.27,0.5,0,0.61,0.22,negative,cluster29
468,0.5,0.45,0.49,0.3,0.5,0,0.47,0.4,negative,cluster27
469,0.46,0.41,0.5,0.44,0.5,0,0.53,0.22,negative,cluster30
470,0.32,0.36,0.34,0.19,0.5,0,0.55,0.26,negative,cluster5
471,0.4,0.51,0.42,0.13,0.5,0,0.45,0.25,negative,cluster24
472,0.7,0.73,0.37,0.37,0.5,0,0.48,0.31,negative,cluster3
473,0.81,0.76,0.32,0.37,0.5,0,0.51,0.22,negative,cluster3
474,0.65,0.61,0.39,0.3,0.5,0,0.57,0.28,negative,cluster29
475,0.47,0.43,0.35,0.32,0.5,0,0.54,0.22,negative,cluster16
476,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22,negative,cluster33
477,0.23,0.34,0.41,0.28,0.5,0,0.5,0.27,negative,cluster21
478,0.85,0.56,0.33,0.38,1,0,0.55,0.25,negative,cluster15
479,0.34,0.31,0.6,0.37,0.5,0,0.5,0.3,negative,cluster7
480,0.59,0.53,0.47,0.26,0.5,0,0.53,0.31,negative,cluster27
481,0.67,0.63,0.34,0.41,0.5,0,0.6,0.33,negative,cluster29
482,0.7,0.73,0.38,0.36,0.5,0,0.54,0.22,negative,cluster3
483,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,negative,cluster30
484,0.53,0.5,0.54,0.56,0.5,0,0.49,0.41,negative,cluster18
485,0.48,0.43,0.45,0.17,0.5,0,0.48,0.37,negative,cluster25
486,0.36,0.35,0.47,0.22,0.5,0,0.44,0.31,negative,cluster21
487,0.57,0.49,0.48,0.16,0.5,0,0.51,0.22,negative,cluster32
488,0.43,0.52,0.53,0.52,1,0,0.49,0.22,negative,cluster9
489,0.38,0.49,0.54,1,0.5,0,0.5,0.27,negative,cluster23
490,0.43,0.32,0.56,0.27,0.5,0,0.47,0.27,negative,cluster33
491,0.84,0.87,0.45,0.54,0.5,0,0.28,0.22,negative,cluster3
492,0.27,0.56,0.56,0.18,0.5,0,0.52,0.22,negative,cluster11
493,0.89,0.82,0.6,0.49,0.5,0,0.55,0.22,negative,cluster3
494,0.86,0.92,0.5,0.37,1,0,0.53,0.32,negative,cluster15
495,0.37,0.55,0.29,0.32,0.5,0,0.51,0.22,negative,cluster24
496,0.43,0.45,0.54,0.14,0.5,0,0.5,0.31,negative,cluster25
497,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22,negative,cluster27
498,0.77,0.6,0.42,0.33,0.5,0,0.57,0.22,negative,cluster29
499,0.76,0.74,0.56,0.34,0.5,0,0.51,0.3,negative,cluster3
500,0.58,0.76,0.4,0.37,0.5,0,0.54,0.3,negative,cluster28
501,0.94,0.6,0.33,0.49,0.5,0,0.54,0.22,negative,cluster3
502,0.36,0.44,0.57,0.18,0.5,0,0.42,0.22,negative,cluster11
503,0.42,0.51,0.39,0.22,0.5,0,0.49,0.26,negative,cluster24
504,0.52,0.48,0.58,0.55,0.5,0,0.48,0.22,negative,cluster30
505,0.42,0.32,0.48,0.16,0.5,0,0.55,0.22,negative,cluster33
506,0.43,0.38,0.51,0.24,0.5,0,0.46,0.33,negative,cluster33
507,0.48,0.57,0.52,0.61,0.5,0,0.51,0.22,negative,cluster23
508,0.83,0.53,0.52,0.2,0.5,0,0.48,0.25,negative,cluster26
509,0.36,0.34,0.46,0.19,0.5,0,0.52,0.22,negative,cluster33
510,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37,negative,cluster25
511,0.54,0.54,0.49,0.14,0.5,0,0.56,0.22,negative,cluster32
512,0.44,0.41,0.44,0.13,0.5,0,0.49,0.42,negative,cluster17
513,0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,negative,cluster8
514,0.46,0.4,0.38,0.18,0.5,0,0.49,0.22,negative,cluster16
515,0.68,0.5,0.55,0.65,0.5,0,0.46,0.31,negative,cluster14
516,0.53,0.44,0.47,0.22,0.5,0,0.53,0.22,negative,cluster25
517,0.48,0.48,0.5,0.47,0.5,0,0.55,0.22,negative,cluster30
518,0.46,0.14,0.36,0.21,0.5,0,0.5,0.25,negative,cluster16
519,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26,negative,cluster25
520,0.44,0.53,0.43,0.17,0.5,0,0.54,0.75,negative,cluster31
521,0.46,0.47,0.46,0.16,0.5,0,0.51,0.22,negative,cluster25
522,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22,negative,cluster30
523,0.62,0.64,0.56,0.2,0.5,0,0.48,0.33,negative,cluster8
524,0.46,0.32,0.58,0.17,0.5,0,0.61,0.25,negative,cluster19
525,0.78,0.48,0.47,0.3,0.5,0,0.53,0.47,negative,cluster26
526,0.49,0.62,0.65,0.18,0.5,0,0.46,0.43,negative,cluster0
527,0.5,0.34,0.62,0.19,0.5,0,0.57,0.22,negative,cluster19
528,0.39,0.37,0.33,0.23,0.5,0,0.53,0.26,negative,cluster16
529,0.39,0.37,0.56,0.15,0.5,0,0.5,0.27,negative,cluster33
530,0.33,0.37,0.54,0.28,0.5,0,0.53,0.27,negative,cluster21
531,0.39,0.37,0.33,0.23,0.5,0,0.52,0.26,negative,cluster16
532,0.33,0.38,0.53,0.26,0.5,0,0.52,0.27,negative,cluster21
533,0.48,0.51,0.57,0.24,0.5,0,0.5,0.22,negative,cluster20
534,0.5,0.62,0.54,0.66,0.5,0,0.49,0.22,negative,cluster23
535,0.47,0.54,0.54,0.48,0.5,0,0.53,0.26,negative,cluster30
536,0.72,0.58,0.42,0.28,0.5,0,0.48,0.22,negative,cluster29
537,0.41,0.41,0.51,0.19,0.5,0,0.57,0.22,negative,cluster25
538,0.81,0.65,0.52,0.41,0.5,0,0.57,0.26,negative,cluster29
539,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52,negative,cluster0
540,0.18,0.48,0.46,0.12,0.5,0,0,0.25,negative,cluster2
541,0.26,0.38,0.52,0.36,0.5,0,0.48,0.56,negative,cluster17
542,0.53,0.51,0.51,0.11,0.5,0,0.49,0.41,negative,cluster0
543,0.58,0.49,0.5,0.41,0.5,0,0.57,0.22,negative,cluster30
544,0.62,0.6,0.47,0.16,0.5,0,0.53,0.22,negative,cluster8
545,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,negative,cluster1
546,0.4,0.52,0.53,0.52,0.5,0,0.51,0.22,negative,cluster12
547,0.51,0.47,0.41,0.44,0.5,0,0.5,0.22,negative,cluster30
548,0.72,0.56,0.4,0.26,0.5,0,0.51,0.26,negative,cluster29
549,0.49,0.44,0.45,0.22,0.5,0,0.51,0.22,negative,cluster25
550,0.32,0.47,0.55,0.25,0.5,0,0.49,0.22,negative,cluster11
551,0.46,0.57,0.52,0.28,0.5,0,0.52,0.22,negative,cluster20
552,0.53,0.48,0.45,0.44,0.5,0,0.49,0.27,negative,cluster30
553,0.49,0.48,0.46,0.63,0.5,0,0.52,0.22,negative,cluster23
554,0.7,0.53,0.42,0.22,0.5,0,0.51,0.28,negative,cluster29
555,0.47,0.6,0.35,0.21,0.5,0,0.52,0.22,negative,cluster28
556,0.55,0.49,0.45,0.18,0.5,0,0.49,0.22,negative,cluster32
557,0.4,0.53,0.61,0.21,0.5,0,0.48,0.33,negative,cluster11
558,0.57,0.44,0.42,0.2,0.5,0,0.54,0.22,negative,cluster27
559,0.4,0.47,0.48,0.18,0.5,0,0.46,0.22,negative,cluster11
560,0.34,0.54,0.54,0.13,0.5,0,0.52,0.22,negative,cluster11
561,0.43,0.83,0.55,0.2,0.5,0,0.47,0.4,negative,cluster6
562,0.55,0.65,0.5,0.28,0.5,0,0.55,0.22,negative,cluster8
563,0.29,0.46,0.54,0.27,0.5,0,0.49,0.22,negative,cluster11
564,0.45,0.48,0.63,0.67,0.5,0,0.48,0.22,negative,cluster23
565,0.66,0.52,0.52,0.44,0.5,0,0.56,0.27,negative,cluster14
566,0.5,0.49,0.59,0.47,0.5,0,0.49,0.36,negative,cluster30
567,0.54,0.52,0.54,0.2,0.5,0,0.55,0.25,negative,cluster32
568,0.37,0.31,0.53,0.16,0.5,0,0.53,0.44,negative,cluster17
569,0.43,0.39,0.59,0.13,0.5,0,0.41,0.43,negative,cluster17
570,0.48,0.47,0.54,0.55,0.5,0,0.51,0.65,negative,cluster18
571,0.6,0.59,0.45,0.23,0.5,0,0.55,0.22,negative,cluster8
572,0.45,0.73,0.47,0.65,0.5,0,0.54,0.43,negative,cluster23
573,0.66,0.54,0.49,0.16,0.5,0,0.54,0.36,negative,cluster32
574,0.46,0.55,0.61,0.13,0.5,0,0.47,0.22,negative,cluster11
575,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,negative,cluster1
576,0.66,0.66,0.32,0.54,0.5,0,0.51,0.22,negative,cluster14
577,0.74,0.56,0.35,0.36,0.5,0,0.51,0.25,negative,cluster29
578,0.89,0.52,0.41,0.26,0.5,0,0.52,0.31,negative,cluster29
579,0.67,0.51,0.54,0.21,0.5,0,0.43,0.3,negative,cluster26
580,0.58,0.46,0.46,0.34,0.5,0,0.5,0.43,negative,cluster18
581,0.4,0.68,0.5,0.82,0.5,0,0.44,0.36,negative,cluster23
582,0.59,0.57,0.43,0.26,0.5,0,0.51,0.22,negative,cluster28
583,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38,negative,cluster33
584,0.6,0.62,0.54,0.4,0.5,0,0.5,0.22,negative,cluster14
585,0.36,0.4,0.53,0.48,0.5,0,0.48,0.22,negative,cluster12
586,0.51,0.42,0.56,0.38,0.5,0,0.46,0.22,negative,cluster30
587,0.41,0.54,0.58,0.2,0.5,0,0.52,0.22,negative,cluster11
588,0.57,0.4,0.62,0.3,0.5,0,0.48,0.11,negative,cluster4
589,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22,negative,cluster20
590,0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,negative,cluster23
591,0.5,0.46,0.64,0.36,0.5,0,0.49,0.22,negative,cluster20
592,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,negative,cluster1
593,0.45,0.38,0.64,0.14,0.5,0,0.54,0.22,negative,cluster19
594,0.6,0.57,0.64,0.52,0.5,0,0.47,0.28,negative,cluster14
595,0.53,0.42,0.58,0.29,0.5,0,0.5,0.22,negative,cluster4
596,0.41,0.52,0.53,0.41,0.5,0,0.39,0.33,negative,cluster12
597,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11,negative,cluster20
598,0.44,0.44,0.67,0.35,0.5,0,0.48,0.26,negative,cluster20
599,0.58,0.52,0.61,0.33,0.5,0,0.38,0.11,negative,cluster20
600,0.57,0.61,0.55,0.27,0.5,0,0.44,0.21,negative,cluster8
601,0.57,0.58,0.58,0.35,0.5,0,0.49,0.22,negative,cluster20
602,0.64,0.64,0.56,0.21,0.5,0,0.5,0.22,negative,cluster8
603,0.56,0.5,0.61,0.49,0.5,0,0.46,0.28,negative,cluster30
604,0.6,0.46,0.59,0.16,0.5,0,0.49,0.22,negative,cluster4
605,0.36,0.38,0.56,0.44,0.5,0,0.48,0.22,negative,cluster7
606,0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,negative,cluster20
607,0.62,0.59,0.54,0.47,0.5,0,0.46,0.22,negative,cluster14
608,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27,negative,cluster20
609,0.58,0.53,0.57,0.46,0.5,0,0.51,0.27,negative,cluster30
610,0.65,0.53,0.55,0.52,0.5,0,0.47,0.27,negative,cluster14
611,0.38,0.54,0.54,0.41,0.5,0,0.51,0.22,negative,cluster12
612,0.58,0.53,0.5,0.53,0.5,0,0.47,0.31,negative,cluster14
613,0.61,0.46,0.51,0.37,0.5,0,0.51,0.22,negative,cluster27
614,0.55,0.59,0.47,0.64,0.5,0,0.54,0.33,negative,cluster23
615,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22,negative,cluster8
616,0.4,0.74,0.49,0.16,0.5,0,0.51,0.22,negative,cluster6
617,0.76,0.76,0.35,0.27,0.5,0,0.44,0.22,negative,cluster3
618,0.51,0.56,0.51,0.42,0.5,0,0.53,0.36,negative,cluster30
619,0.43,0.32,0.5,0.29,0.5,0,0.5,0.22,negative,cluster33
620,0.49,0.44,0.45,0.55,0.5,0,0.48,0.22,negative,cluster30
621,0.32,0.45,0.44,0.2,0.5,0,0.55,0.33,negative,cluster24
622,0.51,0.6,0.51,0.26,0.5,0,0.54,0.22,negative,cluster8
623,0.49,0.46,0.42,0.46,0.5,0,0.55,0.22,negative,cluster30
624,0.5,0.56,0.49,0.61,0.5,0,0.5,0.22,negative,cluster23
625,0.51,0.48,0.51,0.43,0.5,0,0.49,0.22,negative,cluster30
626,0.52,0.38,0.62,0.12,0.5,0,0.41,0.28,negative,cluster4
627,0.53,0.4,0.57,0.12,0.5,0,0.53,0.32,negative,cluster4
628,0.51,0.56,0.62,0.24,0.5,0,0.52,0.51,negative,cluster0
629,0.63,0.6,0.5,0.27,0.5,0,0.55,0.22,negative,cluster8
630,0.46,0.44,0.53,0.31,0.5,0,0.48,0.22,negative,cluster27
631,0.58,0.57,0.54,0.69,0.5,0,0.54,0.22,negative,cluster23
632,0.61,0.59,0.47,0.49,0.5,0,0.54,0.22,negative,cluster14
633,0.63,0.47,0.56,0.12,0.5,0,0.5,0.22,negative,cluster32
634,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22,negative,cluster30
635,0.41,0.47,0.58,0.62,0.5,0,0.5,0.22,negative,cluster23
636,0.44,0.53,0.53,0.37,0.5,0,0.51,0.22,negative,cluster20
637,0.57,0.4,0.48,0.24,0.5,0,0.55,0.22,negative,cluster27
638,0.46,0.46,0.56,0.12,0.5,0,0.55,0.22,negative,cluster19
639,0.47,0.46,0.55,0.28,0.5,0,0.44,0.46,negative,cluster17
640,0.39,0.35,0.49,0.17,0.5,0,0.49,0.22,negative,cluster33
641,0.58,0.38,0.4,0.21,0.5,0,0.5,0.22,negative,cluster16
642,0.53,0.41,0.5,0.24,1,0,0.47,0.22,negative,cluster9
643,0.43,0.4,0.5,0.18,0.5,0,0.5,0.28,negative,cluster25
644,0.58,0.56,0.52,0.25,0.5,0,0.57,0.35,negative,cluster0
645,0.81,0.79,0.32,0.37,0.5,0,0.41,0.22,negative,cluster3
646,0.44,0.41,0.29,0.21,0.5,0,0.49,0.22,negative,cluster16
647,0.49,0.6,0.55,0.17,0.5,0,0.44,0.22,negative,cluster8
648,0.56,0.63,0.52,0.2,0.5,0,0.34,0.26,negative,cluster8
649,0.42,0.28,0.57,0.18,0.5,0,0.42,0.22,negative,cluster33
650,0.51,0.46,0.54,0.41,0.5,0,0.53,0.22,negative,cluster30
651,0.6,0.51,0.52,0.45,0.5,0,0.5,0.27,negative,cluster14
652,0.37,0.41,0.45,0.14,0.5,0,0.47,0.22,negative,cluster25
653,0.37,0.51,0.57,0.4,0.5,0,0.48,0.27,negative,cluster12
654,0.36,0.39,0.55,0.26,0.5,0,0.49,0.22,negative,cluster33
655,0.5,0.36,0.53,0.41,0.5,0,0.55,0.36,negative,cluster27
656,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31,negative,cluster14
657,0.78,0.63,0.53,0.13,0.5,0,0.54,0.22,negative,cluster29
658,0.47,0.59,0.37,0.31,0.5,0,0.51,0.36,negative,cluster28
659,0.48,0.62,0.52,0.3,0.5,0,0.51,0.37,negative,cluster0
660,0.53,0.61,0.51,0.49,0.5,0,0.54,0.27,negative,cluster14
661,0.48,0.54,0.53,0.6,0.5,0,0.53,0.31,negative,cluster23
662,0.33,0.46,0.53,0.29,0.5,0,0.5,0.55,negative,cluster17
663,0.36,0.44,0.51,0.17,0.5,0,0.6,0.19,negative,cluster25
664,0.39,0.34,0.68,0.3,0.5,0,0.5,0.29,negative,cluster7
665,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29,negative,cluster21
666,0.4,0.53,0.44,0.18,0.5,0,0.54,0.31,negative,cluster24
667,0.47,0.5,0.55,0.19,0.5,0,0.62,0.22,negative,cluster19
668,0.35,0.5,0.44,0.27,0.5,0,0.51,0.22,negative,cluster24
669,0.36,0.3,0.5,0.19,0.5,0,0.55,0.3,negative,cluster21
670,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27,negative,cluster25
671,0.35,0.44,0.54,0.26,0.5,0,0.52,0.26,negative,cluster11
672,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57,negative,cluster17
673,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75,negative,cluster22
674,0.45,0.21,0.49,0.24,0.5,0,0.46,0.31,negative,cluster33
675,0.44,0.34,0.61,0.13,0.5,0,0.49,0.26,negative,cluster33
