@relation yeast3
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {positive,negative}

@data
0.83,0.58,0.33,0.04000000000000001,0.5,0.0,0.53,0.22,negative
0.48,0.42333333333333334,0.56,0.5266666666666666,0.5,0.0,0.5,0.6433333333333333,negative
0.752,0.711,0.507,0.308,0.5,1.734723475976807e-18,0.49,0.252,negative
0.6933333333333334,0.58,0.5133333333333333,0.20666666666666667,0.5,0.0,0.7133333333333333,0.22,negative
0.56,0.57,0.63,0.39,1.0,0.0,0.59,0.4,negative
0.6333333333333333,0.4166666666666667,0.6033333333333333,0.25666666666666665,0.5,0.0,0.6466666666666666,0.27,negative
0.9550000000000001,0.785,0.315,0.415,0.5,0.0,0.52,0.265,negative
0.45357142857142857,0.6328571428571429,0.5328571428571428,0.24071428571428571,0.5,3.469446951953614e-18,0.48214285714285715,0.22857142857142856,negative
0.5828571428571429,0.4285714285714286,0.4757142857142857,0.2842857142857143,0.5,0.0,0.4857142857142857,0.3857142857142857,negative
0.838,0.524,0.494,0.196,0.5,0.0,0.508,0.244,negative
0.5072,0.4912,0.5744,0.248,0.5,5.204170427930421e-18,0.494,0.21999999999999997,negative
