@relation vehicle1
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive,negative}

@data
110.0,54.0,102.0,201.0,64.0,11.0,213.0,31.0,24.0,171.0,222.0,669.0,221.0,73.0,17.0,16.0,188.0,198.0,positive
100.0,54.0,102.0,206.0,65.0,10.0,198.0,33.0,23.0,164.0,224.0,587.0,240.0,72.0,4.0,11.0,187.0,196.0,positive
105.0,45.0,100.0,195.0,61.0,10.0,198.0,33.0,23.0,149.0,214.0,586.0,186.0,67.0,8.0,5.0,192.0,200.0,positive
107.0,53.0,108.0,211.0,63.0,11.0,219.0,31.0,25.0,168.0,228.0,704.0,198.0,69.0,10.0,21.0,190.0,203.0,positive
97.0,41.0,88.0,184.0,59.0,9.0,175.0,38.0,21.0,140.0,192.0,459.0,147.0,63.0,1.0,5.0,196.0,205.0,positive
104.0,53.0,101.0,199.0,65.0,11.0,213.0,31.0,24.0,168.0,216.0,667.0,221.0,72.0,12.0,12.0,187.0,198.0,positive
105.0,54.0,108.0,234.0,70.0,12.0,215.0,31.0,24.0,168.0,226.0,687.0,228.0,68.0,4.0,22.0,189.0,201.0,positive
102.0,48.0,105.0,214.0,64.0,10.0,201.0,33.0,23.0,152.0,214.0,600.0,178.0,64.0,0.0,25.0,192.0,204.0,positive
102.0,51.0,104.0,217.0,67.0,10.0,204.0,32.0,23.0,162.0,220.0,621.0,195.0,68.0,3.0,19.0,188.0,197.0,positive
109.0,52.0,104.0,199.0,60.0,12.0,215.0,31.0,24.0,162.0,220.0,691.0,212.0,67.0,11.0,7.0,189.0,199.0,positive
98.0,48.0,101.0,203.0,65.0,9.0,197.0,33.0,23.0,152.0,216.0,584.0,174.0,68.0,2.0,5.0,189.0,197.0,positive
93.0,51.0,90.0,209.0,69.0,8.0,183.0,36.0,22.0,156.0,211.0,506.0,230.0,70.0,6.0,1.0,189.0,196.0,positive
96.0,40.0,78.0,170.0,58.0,7.0,174.0,38.0,21.0,139.0,197.0,455.0,160.0,68.0,3.0,29.0,191.0,200.0,positive
91.0,36.0,72.0,162.0,60.0,8.0,150.0,44.0,19.0,133.0,166.0,334.0,121.0,63.0,2.0,22.0,196.0,205.0,positive
95.0,53.0,95.0,202.0,65.0,10.0,193.0,34.0,22.0,160.0,220.0,559.0,237.0,71.0,3.0,2.0,188.0,196.0,positive
91.0,43.0,72.0,142.0,56.0,7.0,149.0,45.0,19.0,140.0,168.0,327.0,165.0,72.0,13.0,23.0,186.0,191.0,positive
115.0,51.0,100.0,201.0,60.0,12.0,196.0,34.0,23.0,162.0,207.0,573.0,184.0,62.0,22.0,1.0,198.0,208.0,positive
103.0,53.0,106.0,172.0,55.0,10.0,212.0,32.0,24.0,168.0,220.0,660.0,223.0,73.0,16.0,24.0,187.0,197.0,positive
98.0,38.0,78.0,191.0,65.0,8.0,169.0,39.0,20.0,136.0,197.0,430.0,141.0,67.0,9.0,20.0,192.0,199.0,positive
91.0,36.0,83.0,162.0,61.0,8.0,142.0,47.0,19.0,128.0,163.0,298.0,137.0,63.0,0.0,31.0,193.0,200.0,positive
96.0,45.0,101.0,201.0,66.0,9.0,192.0,34.0,22.0,143.0,218.0,552.0,195.0,73.0,3.0,19.0,189.0,197.0,positive
111.0,50.0,103.0,199.0,60.0,11.0,211.0,31.0,24.0,156.0,223.0,663.0,188.0,68.0,9.0,9.0,190.0,200.0,positive
109.0,47.0,96.0,206.0,64.0,9.0,198.0,33.0,23.0,150.0,219.0,586.0,191.0,70.0,4.0,13.0,190.0,198.0,positive
107.0,54.0,96.0,201.0,62.0,12.0,218.0,31.0,24.0,170.0,221.0,694.0,217.0,71.0,2.0,21.0,187.0,198.0,positive
107.0,55.0,103.0,213.0,68.0,11.0,219.0,30.0,25.0,172.0,221.0,709.0,216.0,70.0,10.0,7.0,187.0,197.0,positive
115.0,52.0,100.0,203.0,62.0,10.0,217.0,31.0,24.0,165.0,229.0,697.0,214.0,72.0,14.0,4.0,188.0,197.0,positive
90.0,39.0,85.0,160.0,59.0,7.0,163.0,41.0,20.0,131.0,189.0,396.0,158.0,71.0,7.0,13.0,186.0,192.0,positive
111.0,53.0,108.0,211.0,61.0,11.0,207.0,32.0,23.0,167.0,217.0,636.0,216.0,64.0,21.0,2.0,196.0,205.0,positive
88.0,45.0,82.0,155.0,56.0,8.0,154.0,43.0,19.0,149.0,180.0,357.0,170.0,69.0,3.0,0.0,188.0,193.0,positive
103.0,51.0,105.0,174.0,56.0,11.0,210.0,32.0,24.0,163.0,222.0,650.0,222.0,73.0,8.0,9.0,187.0,196.0,positive
79.0,38.0,55.0,120.0,55.0,5.0,142.0,48.0,19.0,128.0,153.0,295.0,145.0,81.0,4.0,2.0,180.0,183.0,positive
104.0,53.0,108.0,204.0,64.0,11.0,220.0,31.0,25.0,172.0,226.0,707.0,203.0,71.0,14.0,30.0,189.0,203.0,positive
93.0,42.0,98.0,192.0,63.0,9.0,185.0,36.0,22.0,138.0,206.0,508.0,173.0,70.0,10.0,21.0,189.0,197.0,positive
87.0,38.0,71.0,123.0,53.0,8.0,137.0,49.0,18.0,127.0,158.0,277.0,145.0,75.0,0.0,9.0,181.0,186.0,positive
108.0,49.0,109.0,204.0,61.0,11.0,212.0,31.0,24.0,159.0,229.0,665.0,215.0,71.0,16.0,11.0,190.0,199.0,positive
92.0,46.0,83.0,154.0,56.0,6.0,160.0,41.0,20.0,148.0,185.0,382.0,184.0,71.0,10.0,5.0,186.0,191.0,positive
82.0,36.0,51.0,114.0,53.0,4.0,135.0,50.0,18.0,126.0,150.0,268.0,144.0,86.0,15.0,4.0,181.0,182.0,positive
94.0,46.0,77.0,169.0,60.0,8.0,158.0,42.0,20.0,148.0,181.0,373.0,181.0,67.0,12.0,2.0,193.0,199.0,positive
93.0,39.0,87.0,183.0,64.0,8.0,169.0,40.0,20.0,134.0,200.0,422.0,149.0,72.0,7.0,25.0,188.0,195.0,positive
106.0,54.0,101.0,222.0,67.0,12.0,222.0,30.0,25.0,173.0,228.0,721.0,200.0,70.0,3.0,4.0,187.0,201.0,positive
86.0,36.0,78.0,146.0,58.0,7.0,135.0,50.0,18.0,124.0,155.0,270.0,148.0,66.0,0.0,25.0,190.0,195.0,positive
93.0,43.0,87.75,166.75,64.5,9.25,151.25,44.5,19.0,151.0,166.75,338.75,144.0,65.0,5.75,16.25,195.75,205.0,negative
103.75,50.5,103.75,192.75,58.75,10.75,211.0,31.0,23.75,159.0,221.25,662.5,188.25,67.5,6.25,9.0,189.75,198.75,negative
87.66666666666667,38.666666666666664,59.66666666666667,128.33333333333334,59.0,5.666666666666666,114.66666666666666,57.666666666666664,17.0,134.0,135.33333333333334,197.33333333333334,142.33333333333334,66.66666666666667,12.666666666666668,7.0,195.33333333333334,200.0,negative
110.0,56.0,103.0,223.0,64.0,5.0,250.0,26.0,27.0,169.0,280.0,928.0,239.0,85.0,4.0,6.0,184.0,183.0,negative
91.0,43.5,97.0,206.5,67.5,10.0,189.0,35.0,22.0,142.0,215.5,534.5,172.0,71.0,4.0,24.0,188.5,195.5,negative
84.9,44.7,67.9,123.2,55.3,7.2,149.8,45.1,19.0,145.7,169.7,328.4,186.8,82.6,5.0,6.799999999999999,179.8,183.5,negative
90.42857142857143,37.0,70.28571428571429,137.0,56.857142857142854,7.857142857142857,131.28571428571428,50.85714285714286,18.0,133.14285714285714,154.42857142857142,255.85714285714286,123.14285714285714,67.0,1.7142857142857144,11.571428571428571,192.28571428571428,197.14285714285714,negative
92.8,47.0,86.4,163.8,65.8,10.8,160.2,42.6,20.0,159.8,175.2,373.0,180.4,71.4,5.8,17.2,187.2,197.4,negative
105.0,53.75,98.5,207.0,63.5,11.0,218.25,30.75,24.25,169.25,224.25,701.0,205.75,70.75,4.0,21.0,188.5,198.75,negative
96.0,38.0,73.33333333333333,180.66666666666666,65.0,6.666666666666667,165.0,39.333333333333336,20.0,133.66666666666666,192.66666666666666,414.0,137.0,71.0,1.666666666666667,22.333333333333332,196.33333333333334,201.0,negative
109.0,55.0,102.0,169.0,51.0,6.0,241.0,27.0,26.0,165.0,265.0,870.0,247.0,84.0,10.0,11.0,184.0,183.0,negative
102.5,52.5,102.0,204.5,62.5,9.5,196.5,33.5,22.5,161.5,208.5,579.0,207.0,66.0,3.5,5.0,193.0,201.0,negative
97.25,43.5,81.75,198.25,67.75,6.75,177.0,36.25,21.0,142.5,198.75,481.5,159.0,69.0,4.75,8.25,197.25,200.0,negative
82.0,45.0,66.0,252.0,126.0,52.0,148.0,45.0,19.0,144.0,237.0,326.0,185.0,119.0,1.0,1.0,181.0,185.0,negative
92.33333333333333,44.0,73.0,164.66666666666666,66.0,7.0,142.66666666666666,46.333333333333336,18.333333333333332,144.0,164.0,307.3333333333333,176.33333333333334,65.66666666666667,10.0,11.0,195.0,201.33333333333334,negative
86.0,41.333333333333336,68.33333333333333,131.0,55.666666666666664,6.0,135.33333333333334,49.333333333333336,18.0,137.66666666666666,159.0,271.0,164.33333333333334,73.66666666666667,9.666666666666666,4.333333333333334,184.33333333333334,188.0,negative
100.75,49.25,102.5,210.25,64.25,10.75,201.25,33.0,23.0,156.5,214.0,603.5,171.5,66.0,3.5,14.75,191.75,200.75,negative
90.75,43.25,83.75,135.0,54.5,10.75,154.75,43.75,19.25,152.5,175.0,352.75,163.5,74.25,6.5,8.0,184.5,196.0,negative
104.0,56.5,105.0,182.0,52.0,7.0,257.0,26.0,28.0,170.0,275.0,955.0,231.0,83.0,3.5,23.0,180.5,184.0,negative
103.0,54.0,91.0,179.0,57.0,11.0,220.0,31.0,25.0,170.0,220.0,707.0,198.0,72.0,1.0,32.0,186.0,198.0,negative
84.66666666666667,36.666666666666664,62.66666666666667,117.0,54.0,5.333333333333334,120.33333333333334,55.666666666666664,17.0,129.66666666666666,141.33333333333334,213.0,131.66666666666666,74.66666666666667,1.0,11.0,184.33333333333334,188.33333333333334,negative
100.5,55.25,100.75,184.75,56.5,11.5,223.25,30.0,25.0,178.25,224.25,731.5,207.75,71.25,7.25,10.0,187.0,197.75,negative
89.6,47.2,83.4,146.4,60.0,9.8,153.2,43.8,19.2,156.0,174.4,346.8,188.8,74.6,5.2,5.3999999999999995,185.2,195.6,negative
91.0,38.0,70.0,160.0,66.0,25.0,140.0,47.0,18.0,139.0,162.0,296.0,130.0,67.0,4.0,11.0,192.0,202.0,negative
95.0,48.0,80.0,204.0,72.0,7.0,177.0,36.0,21.0,154.5,192.0,481.5,193.5,71.0,3.5,13.0,197.5,200.5,negative
96.25,46.0,73.75,187.5,69.75,6.25,162.0,40.0,20.0,148.75,181.25,402.25,181.75,68.75,6.25,7.75,195.75,201.5,negative
95.0,47.0,81.5,176.5,61.25,7.75,168.25,39.5,20.25,149.25,193.75,424.75,193.0,69.25,12.5,5.25,191.25,197.25,negative
94.0,37.0,74.75,192.0,71.25,6.0,160.25,40.25,19.75,129.5,182.75,393.0,130.0,69.25,2.25,15.25,198.25,203.75,negative
84.0,45.0,68.8,145.2,65.2,6.2,147.6,45.4,19.0,144.0,169.2,322.4,183.6,78.8,5.2,1.799999999999999,181.8,185.2,negative
105.0,54.5,101.5,242.0,73.5,5.0,238.5,28.0,26.0,165.0,265.5,849.5,235.0,83.5,8.0,17.5,185.0,184.5,negative
88.0,40.5,76.5,145.5,58.5,6.5,139.0,48.0,18.0,136.5,159.5,287.0,160.0,69.5,1.5,11.0,187.5,193.5,negative
91.0,44.166666666666664,75.0,170.83333333333334,66.16666666666667,7.0,149.83333333333334,44.0,19.0,143.33333333333334,172.0,339.0,177.33333333333334,67.5,8.5,3.5,196.33333333333334,202.83333333333334,negative
94.0,47.0,85.0,333.0,138.0,49.0,155.0,43.0,19.0,155.0,320.0,354.0,187.0,135.0,12.0,9.0,188.0,196.0,negative
91.25,40.25,87.25,187.25,62.5,8.0,177.0,37.25,21.0,137.0,198.5,468.5,151.75,67.75,1.25,23.75,190.25,198.0,negative
104.0,55.0,105.0,216.0,68.0,11.0,205.0,32.0,23.0,169.0,221.0,623.0,216.0,71.0,9.0,18.0,189.0,196.0,negative
89.5,40.166666666666664,74.66666666666667,166.16666666666666,66.33333333333333,7.166666666666667,149.0,44.0,19.0,137.16666666666666,170.16666666666666,333.8333333333333,147.0,69.33333333333333,3.6666666666666665,11.0,191.5,199.33333333333334,negative
89.0,45.0,81.0,246.0,102.0,43.0,155.0,44.0,20.0,160.0,200.0,347.0,177.0,90.0,9.0,17.0,183.0,192.0,negative
86.75,41.25,72.0,142.75,58.5,7.25,148.75,45.0,19.0,138.75,174.0,327.25,154.5,76.25,9.25,7.25,184.0,188.0,negative
99.6,56.4,104.8,223.60000000000002,69.4,10.6,224.4,30.0,25.0,180.2,231.0,741.2,214.4,73.0,8.2,16.6,187.0,196.6,negative
113.5,57.0,105.5,187.5,54.0,6.0,258.5,26.0,28.0,172.0,287.5,975.0,261.0,85.0,6.5,21.0,182.0,183.5,negative
95.0,57.0,104.0,228.0,74.0,10.0,212.0,31.0,24.0,175.0,224.0,670.0,223.0,74.0,0.0,4.0,186.0,193.0,negative
103.0,56.0,105.0,183.0,59.0,10.0,210.0,32.0,24.0,173.0,217.0,648.0,218.0,72.0,13.0,22.0,188.0,196.0,negative
90.86666666666666,47.4,79.6,139.53333333333333,57.666666666666664,10.8,159.6,42.93333333333333,20.0,160.33333333333334,173.33333333333334,368.6666666666667,184.53333333333333,75.46666666666667,5.066666666666666,8.399999999999999,183.06666666666666,192.86666666666667,negative
89.5,40.75,64.25,147.0,60.0,7.25,128.75,51.5,17.75,139.0,148.75,248.0,153.0,62.5,7.5,2.0,200.25,207.0,negative
89.0,47.0,83.0,322.0,133.0,48.0,158.0,43.0,20.0,163.0,229.0,364.0,176.0,97.0,0.0,14.0,184.0,194.0,negative
99.25,50.0,83.25,203.5,68.25,7.25,184.5,34.75,21.5,158.5,205.0,521.25,196.75,71.25,7.5,9.0,196.25,199.25,negative
101.75,45.5,89.0,194.25,63.25,6.5,192.75,33.5,22.0,147.25,216.0,566.5,166.25,73.25,3.25,17.25,194.0,195.75,negative
99.66666666666667,57.0,102.66666666666667,206.33333333333334,63.333333333333336,11.666666666666666,226.66666666666666,30.0,25.0,180.0,230.0,753.6666666666667,208.33333333333334,72.0,4.0,10.333333333333334,185.66666666666666,197.0,negative
85.75,35.875,50.12500000000001,111.87500000000001,55.0,4.0,118.5,57.0,17.0,125.125,137.0,206.125,132.75,85.375,6.375,10.75,179.75,183.625,negative
94.75,36.25,72.25,175.5,66.5,6.75,150.0,43.25,19.0,127.75,172.25,342.0,126.5,66.0,1.5,21.25,200.25,207.0,negative
85.0,41.2,66.8,121.6,53.2,6.2,150.4,45.0,19.0,139.2,170.8,330.2,164.6,84.4,9.0,3.8,179.8,183.2,negative
101.0,54.0,106.0,188.0,57.0,7.0,236.0,28.0,26.0,164.0,256.0,833.0,253.0,81.0,6.0,14.0,185.0,185.0,negative
100.0,43.25,93.5,196.0,63.0,9.25,185.5,35.5,21.75,143.5,202.0,516.0,150.5,65.25,7.75,14.5,194.0,201.25,negative
83.0,36.666666666666664,69.0,130.66666666666666,58.0,6.666666666666667,127.0,53.666666666666664,18.0,127.0,145.0,235.0,131.66666666666666,70.0,3.0,19.333333333333332,184.0,191.66666666666666,negative
92.5,41.75,68.75,124.0,51.5,6.75,138.25,49.75,18.0,143.0,163.0,275.75,159.25,78.75,8.0,15.5,183.5,184.75,negative
91.0,34.5,68.0,139.0,57.0,7.0,128.0,52.0,17.5,124.0,149.0,244.0,113.0,63.0,4.5,24.0,200.0,207.0,negative
104.0,54.333333333333336,96.66666666666667,181.0,56.333333333333336,9.666666666666666,219.0,30.333333333333336,25.0,172.0,227.0,708.3333333333333,218.66666666666666,73.66666666666667,4.666666666666667,11.333333333333334,186.66666666666666,195.0,negative
101.0,47.5,93.5,229.0,72.5,7.5,203.5,32.0,23.0,150.5,230.0,631.0,191.5,75.0,3.0,13.0,190.0,193.5,negative
84.0,43.42857142857143,68.0,125.0,54.714285714285715,6.857142857142858,151.42857142857142,44.714285714285715,19.0,144.85714285714286,173.0,335.8571428571429,174.42857142857142,82.28571428571429,2.857142857142857,10.428571428571429,180.28571428571428,184.42857142857142,negative
97.5,49.5,96.5,206.5,66.0,7.5,203.0,32.0,23.0,155.0,223.0,625.0,203.5,74.0,5.5,8.0,189.5,193.0,negative
103.0,55.5,100.0,189.5,60.5,11.0,214.0,31.0,24.0,174.0,218.0,675.0,219.0,74.0,12.5,12.5,186.5,194.0,negative
90.0,48.0,86.0,306.0,126.0,49.0,153.0,44.0,19.0,156.0,272.0,346.0,200.0,118.0,0.0,15.0,185.0,194.0,negative
97.5,54.5,101.5,200.0,63.5,9.0,202.0,32.5,23.0,166.0,224.5,612.0,243.5,72.0,4.0,4.5,187.5,196.0,negative
85.0,44.0,70.0,205.0,103.0,52.0,149.0,45.0,19.0,144.0,241.0,325.0,188.0,127.0,9.0,11.0,180.0,183.0,negative
87.57142857142857,39.714285714285715,75.85714285714286,157.57142857142858,64.57142857142857,7.857142857142857,145.0,45.714285714285715,19.0,136.57142857142858,169.28571428571428,314.8571428571429,146.0,70.42857142857143,2.7142857142857144,11.0,189.85714285714286,197.28571428571428,negative
89.0,40.0,80.0,179.33333333333334,69.33333333333333,6.666666666666667,159.0,41.333333333333336,19.666666666666668,133.66666666666666,186.66666666666666,380.0,149.33333333333334,73.66666666666667,3.3333333333333335,15.0,189.66666666666666,194.33333333333334,negative
110.5,58.0,105.5,181.5,51.0,6.0,263.0,26.0,28.5,172.5,281.5,1008.0,256.0,84.0,6.5,10.5,181.0,182.5,negative
86.5,38.5,73.0,145.5,60.0,7.5,142.5,46.5,18.0,133.5,165.5,304.0,139.5,70.0,3.0,6.0,190.5,197.5,negative
85.5,37.0,78.5,151.0,56.5,7.5,153.5,43.5,19.0,126.5,179.0,350.0,140.5,70.0,10.0,17.0,188.5,194.0,negative
106.0,57.0,107.0,235.0,67.0,6.0,262.0,26.0,28.0,171.0,285.0,987.0,260.0,86.0,9.0,31.0,180.0,184.0,negative
84.9090909090909,42.27272727272727,72.0,155.27272727272728,63.63636363636363,8.181818181818182,150.72727272727272,44.27272727272727,19.0,141.0,175.63636363636363,338.8181818181818,158.54545454545453,74.27272727272727,5.0,9.0,186.0,191.63636363636363,negative
93.0,39.333333333333336,59.0,116.0,49.333333333333336,6.666666666666667,133.0,51.666666666666664,18.0,141.0,156.33333333333334,255.0,152.33333333333334,83.0,8.666666666666666,4.666666666666667,182.66666666666666,182.66666666666666,negative
92.33333333333333,35.666666666666664,66.66666666666667,149.0,61.0,8.333333333333334,132.33333333333334,50.0,18.0,132.0,155.33333333333334,262.66666666666663,117.66666666666666,63.333333333333336,7.666666666666667,9.333333333333334,199.33333333333334,206.0,negative
97.0,37.5,73.0,195.5,71.5,5.0,165.5,38.5,20.0,129.5,188.5,423.0,137.0,71.0,1.0,3.0,198.0,201.0,negative
88.36363636363636,46.09090909090909,79.0,132.1818181818182,55.54545454545455,10.272727272727273,157.0909090909091,43.72727272727273,20.0,159.72727272727272,169.63636363636363,356.27272727272725,177.36363636363637,76.54545454545455,5.7272727272727275,11.545454545454545,182.8181818181818,192.0909090909091,negative
91.5,41.833333333333336,66.66666666666667,131.0,55.5,7.333333333333333,127.83333333333334,52.333333333333336,17.833333333333332,144.33333333333334,156.83333333333334,243.0,157.0,72.16666666666667,5.333333333333333,8.333333333333332,189.16666666666666,192.16666666666666,negative
83.0,45.333333333333336,69.66666666666667,140.0,59.666666666666664,6.666666666666667,148.33333333333334,44.666666666666664,19.0,145.0,169.66666666666666,329.3333333333333,182.0,74.33333333333333,4.666666666666667,1.333333333333334,185.0,191.0,negative
102.0,54.0,98.0,201.0,61.0,6.0,225.0,29.0,25.0,165.0,246.0,766.0,231.0,79.0,9.0,14.0,188.0,187.0,negative
107.0,55.0,103.0,167.0,49.0,7.0,252.0,27.0,28.0,172.0,269.0,904.0,239.0,83.0,5.0,30.0,179.0,186.0,negative
91.33333333333333,43.333333333333336,66.33333333333333,153.66666666666666,65.0,7.666666666666667,135.33333333333334,48.666666666666664,18.0,144.33333333333334,164.66666666666666,273.33333333333337,166.33333333333334,72.66666666666667,3.6666666666666665,8.0,189.0,195.33333333333334,negative
95.66666666666667,43.666666666666664,70.33333333333333,183.0,69.0,7.0,153.66666666666666,41.666666666666664,19.0,144.0,175.33333333333334,364.6666666666667,172.0,66.66666666666667,8.333333333333334,3.333333333333334,200.33333333333334,205.33333333333334,negative
89.0,42.0,87.0,145.5,59.5,10.5,151.5,44.0,19.0,144.5,171.5,341.5,162.0,72.0,9.5,18.0,187.0,198.0,negative
89.85714285714286,41.57142857142857,65.42857142857143,147.28571428571428,61.142857142857146,8.142857142857142,131.42857142857144,50.42857142857143,18.0,141.28571428571428,157.28571428571428,258.7142857142857,158.14285714285714,66.57142857142857,10.142857142857142,4.57142857142857,194.71428571428572,201.28571428571428,negative
92.66666666666667,51.666666666666664,95.66666666666667,198.66666666666666,64.0,9.0,190.66666666666666,34.666666666666664,22.0,161.0,212.66666666666666,547.0,239.66666666666669,69.66666666666667,6.0,2.0,189.66666666666666,197.33333333333334,negative
105.0,51.0,80.0,207.0,71.0,6.0,195.0,33.0,22.0,159.0,214.0,579.0,188.0,75.0,6.0,20.0,194.0,194.0,negative
96.25,46.5,74.25,198.0,70.75,6.5,166.75,38.5,20.0,150.0,184.75,427.0,179.5,69.0,11.25,13.5,199.75,203.75,negative
86.0,38.0,89.0,176.0,59.0,9.0,169.0,39.0,20.0,132.0,190.0,428.0,148.0,67.0,7.0,33.0,193.0,202.0,negative
96.0,43.0,82.0,161.0,55.0,5.0,186.0,34.0,22.0,141.0,215.0,534.0,162.0,75.0,0.0,6.0,195.0,196.0,negative
104.0,49.666666666666664,104.66666666666667,176.0,54.333333333333336,11.0,206.66666666666666,32.0,23.333333333333332,159.66666666666666,214.33333333333334,635.0,187.33333333333334,66.66666666666667,6.0,18.0,190.33333333333334,199.0,negative
88.0,35.0,73.5,156.0,59.5,5.5,139.0,48.0,18.0,122.5,159.5,285.5,124.5,64.0,6.5,32.0,199.0,206.0,negative
90.8,49.2,82.6,192.6,65.6,7.0,175.8,37.0,21.0,155.4,198.4,470.6,204.0,69.2,6.0,6.0,193.4,198.4,negative
102.33333333333333,50.333333333333336,94.33333333333333,190.33333333333334,59.0,5.333333333333334,220.0,30.0,24.666666666666668,159.0,244.33333333333334,728.3333333333333,209.33333333333334,80.0,6.333333333333333,8.666666666666666,187.66666666666666,186.33333333333334,negative
92.0,46.0,84.5,164.0,62.0,8.5,156.0,42.5,19.5,146.5,177.0,362.5,178.0,69.0,1.5,7.5,191.0,199.0,negative
87.5,44.5,68.5,142.0,57.0,8.0,141.0,47.5,18.5,145.5,163.5,295.0,174.5,70.5,5.0,15.0,188.0,196.5,negative
82.0,43.0,70.0,250.0,105.0,55.0,139.0,48.0,18.0,145.0,231.0,289.0,172.0,99.0,4.0,9.0,190.0,199.0,negative
100.66666666666667,52.666666666666664,103.0,167.33333333333334,53.666666666666664,10.0,211.66666666666666,31.333333333333336,24.0,167.33333333333334,221.33333333333334,665.0,206.66666666666666,74.33333333333333,9.0,13.333333333333334,186.66666666666666,194.33333333333334,negative
94.5,39.0,77.5,162.0,64.0,8.0,139.5,47.5,18.0,145.0,159.0,292.0,125.0,63.0,9.5,5.0,201.0,208.0,negative
105.0,56.25,101.75,224.75,70.75,11.25,219.5,30.0,24.75,174.0,225.5,712.0,216.25,71.75,8.75,8.75,187.0,195.75,negative
92.5,42.5,73.5,157.5,61.0,8.0,138.5,48.0,18.0,141.5,160.5,285.5,155.0,63.5,13.5,16.5,201.0,208.0,negative
101.5,51.5,93.0,205.5,65.5,5.0,208.5,31.0,24.0,160.0,229.5,668.5,216.0,77.0,8.0,7.5,192.0,190.0,negative
84.68181818181819,42.72727272727273,65.13636363636364,123.00000000000003,54.54545454545454,6.954545454545454,149.36363636363637,45.81818181818182,19.0,144.27272727272728,169.04545454545453,323.18181818181813,172.86363636363637,84.95454545454545,4.681818181818182,9.499999999999998,179.22727272727272,182.4090909090909,negative
103.0,54.0,107.0,218.0,64.0,12.0,222.0,30.0,25.0,174.0,221.0,728.0,199.0,67.0,0.0,18.0,189.0,200.0,negative
100.5,48.0,101.25,211.0,66.0,8.25,200.0,32.5,23.0,151.25,221.25,604.0,197.25,71.25,6.75,9.75,190.5,196.0,negative
82.33333333333333,38.0,55.33333333333333,125.33333333333334,57.666666666666664,5.333333333333334,133.0,50.666666666666664,18.0,128.66666666666666,149.0,259.66666666666663,145.0,81.66666666666667,6.0,3.333333333333334,179.66666666666666,185.0,negative
102.0,54.0,98.0,167.0,53.0,10.0,217.0,31.0,24.0,174.0,228.0,692.0,223.0,72.0,0.0,31.0,187.0,198.0,negative
92.0,37.666666666666664,79.0,178.66666666666666,61.666666666666664,8.333333333333334,162.0,40.666666666666664,20.0,131.66666666666666,183.0,393.0,126.33333333333334,62.666666666666664,3.3333333333333335,27.333333333333332,199.33333333333334,207.33333333333334,negative
106.0,53.0,98.0,154.0,47.0,4.0,237.0,28.0,26.0,164.0,263.0,838.0,222.0,82.0,4.0,17.0,185.0,184.0,negative
96.25,44.5,86.5,168.75,65.75,10.0,157.0,43.0,19.75,153.25,171.75,363.5,158.0,67.0,6.5,9.25,191.75,200.75,negative
95.0,46.333333333333336,82.0,162.33333333333334,64.66666666666667,10.666666666666666,162.66666666666666,42.0,20.0,159.33333333333334,176.0,385.6666666666667,175.66666666666666,72.66666666666667,11.666666666666668,1.333333333333334,186.0,194.66666666666666,negative
87.71428571428571,37.42857142857143,71.42857142857143,141.71428571428572,59.142857142857146,7.571428571428571,137.42857142857142,48.285714285714285,18.0,131.71428571428572,163.42857142857142,282.2857142857143,130.42857142857144,71.57142857142857,5.142857142857143,6.285714285714285,188.28571428571428,193.85714285714286,negative
100.0,49.0,96.0,206.0,63.0,9.0,186.0,35.0,22.0,156.0,202.0,519.0,176.0,62.0,3.0,5.0,197.0,205.0,negative
107.0,57.0,102.0,184.0,55.0,7.0,234.0,28.0,26.0,171.0,243.0,822.0,229.0,77.0,7.0,11.0,187.0,187.0,negative
93.0,37.333333333333336,75.66666666666667,164.66666666666666,58.333333333333336,7.333333333333333,162.0,41.0,20.0,131.0,183.66666666666666,393.3333333333333,135.33333333333334,67.33333333333333,2.3333333333333335,5.000000000000001,192.66666666666666,198.0,negative
99.0,46.0,105.0,209.0,64.0,11.0,197.0,34.0,23.0,152.0,212.0,575.0,159.0,65.0,0.0,33.0,194.0,205.0,negative
98.5,40.0,86.0,194.0,62.5,9.0,173.5,38.0,21.0,138.5,195.0,449.5,129.5,64.0,5.5,26.5,199.0,207.5,negative
93.8,38.2,68.4,126.4,52.8,7.6,129.8,52.6,18.0,139.0,155.6,245.2,133.4,74.0,5.0,10.4,185.8,186.4,negative
81.14285714285714,43.285714285714285,70.14285714285714,149.0,65.42857142857143,9.428571428571429,150.57142857142858,44.714285714285715,19.0,144.71428571428572,176.42857142857142,333.7142857142857,174.85714285714286,80.71428571428571,1.8571428571428568,9.142857142857142,181.42857142857142,186.0,negative
